FechaInicio;FechaFin;Bicicleta;Origen;Destino;CandadoOrigen;CandadoDestino
04/10/2016 18:22;04/10/2016 18:38;b101;Plaza Iglesia Pizarrales;María Auxiliadora;c1105;c808
;;;;;;
04/10/2016 18:17;04/10/2016 18:29;b74;Glorieta CYL;Parque Zona Carrefour;c1912;c707
;;;;;;
04/10/2016 18:16;04/10/2016 18:16;b74;Glorieta CYL;Glorieta CYL;c1912;c1912
;;;;;;
04/10/2016 18:10;04/10/2016 18:27;b98;Federico Anaya - Tilos;La Marina;c2103;c1206
;;;;;;
04/10/2016 18:10;04/10/2016 18:15;b62;Glorieta CYL;Estación de trenes;c1903;c903
;;;;;;
04/10/2016 18:05;04/10/2016 18:11;b100;Puente Romano;Salas Bajas;c302;c2706
;;;;;;
04/10/2016 18:03;04/10/2016 18:14;b174;Estación de autobuses;Plaza Gabriel y Galán;c1006;c2206
;;;;;;
04/10/2016 18:02;04/10/2016 18:20;b11;Parque Zona Carrefour;Glorieta CYL;c706;c1903
;;;;;;
04/10/2016 18:00;04/10/2016 18:54;b164;Glorieta CYL;Glorieta CYL;c1909;c1905
;;;;;;
04/10/2016 17:52;04/10/2016 17:59;b164;Estación de trenes;Glorieta CYL;c903;c1909
;;;;;;
04/10/2016 17:45;04/10/2016 17:51;b132;María Auxiliadora;Plaza Poeta Iglesias;c804;c108
;;;;;;
04/10/2016 17:43;04/10/2016 17:59;b135;Plaza Poeta Iglesias;Barrio San José;c101;c502
;;;;;;
04/10/2016 17:43;04/10/2016 17:51;b176;Plaza de Toros;Parque La Alamedilla;c2302;c2803
;;;;;;
04/10/2016 17:40;04/10/2016 17:50;b120;Estación de trenes;Prosperidad;c910;c1606
;;;;;;
04/10/2016 17:37;04/10/2016 17:48;b29;Campus Claretianos;Plaza San Julián;c1503;c2607
;;;;;;
04/10/2016 17:35;04/10/2016 17:42;b5;Plaza Poeta Iglesias;Prosperidad;c106;c1603
;;;;;;
04/10/2016 17:30;04/10/2016 17:58;b117;Glorieta CYL;Parque Zona Carrefour;c1905;c709
;;;;;;
04/10/2016 17:28;04/10/2016 18:20;b152;Glorieta CYL;Glorieta CYL;c1913;c1901
;;;;;;
04/10/2016 17:28;04/10/2016 17:34;b175;Parque Zona Carrefour;María Auxiliadora;c705;c806
;;;;;;
04/10/2016 17:26;04/10/2016 17:43;b135;La Marina;Plaza Poeta Iglesias;c1206;c101
;;;;;;
04/10/2016 17:23;04/10/2016 17:36;b62;Plaza Poeta Iglesias;Glorieta CYL;c114;c1903
;;;;;;
04/10/2016 17:22;04/10/2016 17:32;b76;Campus Ciencias;Glorieta Alto del Rollo;c1405;c2009
;;;;;;
04/10/2016 17:18;04/10/2016 18:55;b3;Plaza de los Bandos;Salas Bajas;c204;c2712
;;;;;;
04/10/2016 17:16;04/10/2016 17:31;b90;Plaza de los Bandos;Plaza de los Bandos;c206;c205
;;;;;;
04/10/2016 17:07;04/10/2016 17:28;b174;Estación de trenes;Estación de autobuses;c901;c1006
;;;;;;
04/10/2016 17:05;04/10/2016 17:45;b94;La Marina;La Marina;c1206;c1208
;;;;;;
04/10/2016 17:05;04/10/2016 17:09;b159;María Auxiliadora;Plaza Gabriel y Galán;c806;c2210
;;;;;;
04/10/2016 16:55;04/10/2016 17:03;b164;Plaza San Julián;Estación de trenes;c2608;c903
;;;;;;
04/10/2016 16:53;04/10/2016 17:01;b45;Plaza Gabriel y Galán;Campus Ciencias;c2206;c1411
;;;;;;
04/10/2016 16:48;04/10/2016 17:52;b105;Parque Zona Carrefour;Parque La Alamedilla;c707;c2802
;;;;;;
04/10/2016 16:45;04/10/2016 17:08;b135;Barrio San José;La Marina;c503;c1206
;;;;;;
04/10/2016 16:41;04/10/2016 16:55;b38;Plaza del Oeste;Paseo Canalejas;c2405;c2506
;;;;;;
04/10/2016 16:34;04/10/2016 16:41;b93;La Marina;Plaza Gabriel y Galán;c1202;c2209
;;;;;;
04/10/2016 16:25;04/10/2016 16:32;b123;María Auxiliadora;Glorieta Antonio Machado;c802;c2902
;;;;;;
04/10/2016 16:24;04/10/2016 16:32;b167;Glorieta CYL;Plaza San Julián;c1908;c2612
;;;;;;
04/10/2016 16:20;04/10/2016 16:51;b89;Glorieta CYL;Nuevo Parking Hospital;c1911;c409
;;;;;;
04/10/2016 16:13;04/10/2016 16:23;b90;Federico Anaya - Tilos;Plaza de los Bandos;c2110;c206
;;;;;;
04/10/2016 16:10;04/10/2016 16:23;b93;Plaza Iglesia Pizarrales;La Marina;c1103;c1202
;;;;;;
04/10/2016 16:10;04/10/2016 16:46;b154;Paseo Canalejas;Puente Romano;c2501;c311
;;;;;;
04/10/2016 16:06;04/10/2016 16:12;b103;Plaza del Oeste;Campus Unamuno;c2411;c1302
;;;;;;
04/10/2016 16:03;04/10/2016 16:15;b146;Plaza Poeta Iglesias;Estación de trenes;c108;c906
;;;;;;
04/10/2016 16:02;04/10/2016 16:07;b55;Plaza Poeta Iglesias;Parque La Alamedilla;c110;c2818
;;;;;;
04/10/2016 15:58;04/10/2016 16:05;b5;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2104;c106
;;;;;;
04/10/2016 15:55;04/10/2016 16:01;b35;Plaza Gabriel y Galán;Campus Ciencias;c2202;c1404
;;;;;;
04/10/2016 15:54;04/10/2016 17:23;b62;Plaza Poeta Iglesias;Plaza Poeta Iglesias;c114;c114
;;;;;;
04/10/2016 15:54;04/10/2016 16:03;b61;Plaza Gabriel y Galán;Campus Unamuno;c2209;c1317
;;;;;;
04/10/2016 15:53;04/10/2016 20:32;b58;Plaza del Oeste;Campus Unamuno;c2405;c1315
;;;;;;
04/10/2016 15:51;04/10/2016 16:00;b15;Parque La Alamedilla;Campus Claretianos;c2804;c1501
;;;;;;
04/10/2016 15:51;04/10/2016 16:01;b76;Federico Anaya - Tilos;Campus Ciencias;c2106;c1405
;;;;;;
04/10/2016 15:50;04/10/2016 15:57;b159;Parque La Alamedilla;María Auxiliadora;c2809;c806
;;;;;;
04/10/2016 15:49;04/10/2016 15:56;b146;Estación de trenes;Plaza Poeta Iglesias;c905;c108
;;;;;;
04/10/2016 15:46;04/10/2016 15:58;b79;Huerta Otea;Puente Romano;c1803;c309
;;;;;;
04/10/2016 15:44;04/10/2016 15:56;b19;Paseo Canalejas;Glorieta Antonio Machado;c2510;c2906
;;;;;;
04/10/2016 15:44;04/10/2016 15:50;b50;Plaza Poeta Iglesias;Campus Unamuno;c111;c1314
;;;;;;
04/10/2016 15:43;04/10/2016 16:09;b154;Prosperidad;Paseo Canalejas;c1606;c2501
;;;;;;
04/10/2016 15:43;04/10/2016 16:07;b29;La Marina;Campus Claretianos;c1204;c1503
;;;;;;
04/10/2016 15:41;04/10/2016 15:48;b55;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2906;c110
;;;;;;
04/10/2016 15:39;04/10/2016 15:51;b114;Glorieta Alto del Rollo;Campus Ciencias;c2009;c1415
;;;;;;
04/10/2016 15:34;04/10/2016 15:42;b117;Parque Zona Carrefour;Glorieta CYL;c704;c1905
;;;;;;
04/10/2016 15:34;04/10/2016 15:37;b160;La Marina;Prosperidad;c1202;c1605
;;;;;;
04/10/2016 15:28;04/10/2016 15:39;b39;Campus Unamuno;Puente Romano;c1315;c307
;;;;;;
04/10/2016 15:28;04/10/2016 15:34;b21;Plaza del Oeste;Plaza Poeta Iglesias;c2403;c112
;;;;;;
04/10/2016 15:27;04/10/2016 15:36;b158;Plaza Iglesia Pizarrales;Parque La Alamedilla;c1102;c2811
;;;;;;
04/10/2016 15:27;04/10/2016 15:40;b5;Federico Anaya - Tilos;Federico Anaya - Tilos;c2104;c2104
;;;;;;
04/10/2016 15:23;04/10/2016 15:32;b142;Plaza Poeta Iglesias;Prosperidad;c112;c1611
;;;;;;
04/10/2016 15:19;04/10/2016 15:20;b160;Plaza del Oeste;Plaza del Oeste;c2401;c2401
;;;;;;
04/10/2016 15:16;04/10/2016 15:26;b167;Plaza Gabriel y Galán;Glorieta CYL;c2206;c1908
;;;;;;
04/10/2016 15:08;04/10/2016 15:15;b122;María Auxiliadora;Estación de autobuses;c804;c1001
;;;;;;
04/10/2016 15:07;04/10/2016 15:13;b29;Plaza de los Bandos;La Marina;c208;c1204
;;;;;;
04/10/2016 15:00;04/10/2016 15:11;b174;Nuevo Parking Hospital;Estación de trenes;c403;c901
;;;;;;
04/10/2016 14:57;04/10/2016 15:02;b63;Plaza Gabriel y Galán;Plaza de Toros;c2208;c2305
;;;;;;
04/10/2016 14:54;04/10/2016 15:05;b51;Campus Unamuno;Plaza San Julián;c1319;c2603
;;;;;;
04/10/2016 14:53;04/10/2016 14:59;b8;Plaza Gabriel y Galán;Estación de autobuses;c2204;c1005
;;;;;;
04/10/2016 14:53;04/10/2016 15:03;b29;Campus Unamuno;Plaza de los Bandos;c1316;c208
;;;;;;
04/10/2016 14:52;04/10/2016 15:55;b42;Puente Romano;Puente Romano;c305;c305
;;;;;;
04/10/2016 14:52;04/10/2016 14:59;b21;Federico Anaya - Tilos;Plaza del Oeste;c2102;c2403
;;;;;;
04/10/2016 14:50;04/10/2016 14:58;b164;Nuevo Parking Hospital;Plaza San Julián;c407;c2608
;;;;;;
04/10/2016 14:48;04/10/2016 15:06;b61;Puente Romano;Plaza Gabriel y Galán;c307;c2209
;;;;;;
04/10/2016 14:47;04/10/2016 15:02;b157;Nuevo Parking Hospital;Prosperidad;c409;c1616
;;;;;;
04/10/2016 14:46;04/10/2016 14:52;b103;María Auxiliadora;Plaza del Oeste;c806;c2411
;;;;;;
04/10/2016 14:46;04/10/2016 14:57;b89;Parque La Alamedilla;Glorieta CYL;c2819;c1911
;;;;;;
04/10/2016 14:43;04/10/2016 14:52;b160;Campus Unamuno;Plaza del Oeste;c1314;c2401
;;;;;;
04/10/2016 14:41;04/10/2016 14:52;b22;Barrio San José;Salas Bajas;c502;c2703
;;;;;;
04/10/2016 14:41;04/10/2016 14:47;b127;Campus Unamuno;Huerta Otea;c1311;c1802
;;;;;;
04/10/2016 14:38;04/10/2016 14:54;b158;La Marina;Plaza Iglesia Pizarrales;c1209;c1102
;;;;;;
04/10/2016 14:37;04/10/2016 14:46;b90;Plaza de los Bandos;Federico Anaya - Tilos;c207;c2110
;;;;;;
04/10/2016 14:36;04/10/2016 14:57;b95;Campus Claretianos;Campus Unamuno;c1508;c1305
;;;;;;
04/10/2016 14:33;04/10/2016 14:38;b35;Plaza Poeta Iglesias;Plaza Gabriel y Galán;c109;c2202
;;;;;;
04/10/2016 14:29;04/10/2016 14:43;b123;Plaza Poeta Iglesias;Estación de trenes;c117;c902
;;;;;;
04/10/2016 14:26;04/10/2016 14:30;b5;María Auxiliadora;Federico Anaya - Tilos;c802;c2104
;;;;;;
04/10/2016 14:26;04/10/2016 14:32;b56;Estación de trenes;Glorieta Antonio Machado;c902;c2911
;;;;;;
04/10/2016 14:25;04/10/2016 14:39;b175;Campus Unamuno;Parque Zona Carrefour;c1309;c705
;;;;;;
04/10/2016 14:19;04/10/2016 14:29;b2;Estación de autobuses;Glorieta Antonio Machado;c1006;c2902
;;;;;;
04/10/2016 14:17;04/10/2016 14:27;b105;Glorieta CYL;Parque Zona Carrefour;c1902;c707
;;;;;;
04/10/2016 14:14;04/10/2016 14:34;b38;Parque Zona Carrefour;Glorieta Antonio Machado;c709;c2910
;;;;;;
04/10/2016 14:11;04/10/2016 14:21;b26;Plaza Poeta Iglesias;Glorieta Antonio Machado;c110;c2909
;;;;;;
04/10/2016 14:09;04/10/2016 14:24;b141;Plaza de los Bandos;Estación de trenes;c204;c911
;;;;;;
04/10/2016 14:08;04/10/2016 14:24;b56;Plaza de los Bandos;Estación de trenes;c205;c902
;;;;;;
04/10/2016 14:07;04/10/2016 14:07;b90;Campus Claretianos;Campus Claretianos;c1505;c1505
;;;;;;
04/10/2016 14:06;04/10/2016 15:31;b16;Glorieta Antonio Machado;Glorieta Antonio Machado;c2904;c2904
;;;;;;
04/10/2016 14:02;04/10/2016 14:24;b20;Paseo Canalejas;Plaza de Toros;c2506;c2308
;;;;;;
04/10/2016 13:56;04/10/2016 14:18;b25;Estación de autobuses;Estación de trenes;c1004;c904
;;;;;;
04/10/2016 13:56;04/10/2016 14:06;b168;Parque La Alamedilla;Plaza de Toros;c2803;c2304
;;;;;;
04/10/2016 13:54;04/10/2016 14:09;b126;Plaza de los Bandos;Zurguén;c203;c1702
;;;;;;
04/10/2016 13:53;04/10/2016 14:01;b21;Plaza del Oeste;Federico Anaya - Tilos;c2403;c2102
;;;;;;
04/10/2016 13:51;04/10/2016 14:02;b146;Plaza Poeta Iglesias;Estación de trenes;c111;c905
;;;;;;
04/10/2016 13:49;04/10/2016 13:59;b31;Campus Claretianos;Plaza San Julián;c1502;c2607
;;;;;;
04/10/2016 13:47;04/10/2016 14:02;b61;La Marina;Puente Romano;c1207;c307
;;;;;;
04/10/2016 13:39;04/10/2016 13:44;b55;Plaza de los Bandos;Glorieta Antonio Machado;c205;c2906
;;;;;;
04/10/2016 13:38;04/10/2016 13:47;b89;Plaza Poeta Iglesias;Parque La Alamedilla;c108;c2819
;;;;;;
04/10/2016 13:35;04/10/2016 14:49;b137;Campus Ciencias;Huerta Otea;c1407;c1805
;;;;;;
04/10/2016 13:33;04/10/2016 13:42;b125;Plaza Poeta Iglesias;Parque La Alamedilla;c102;c2815
;;;;;;
04/10/2016 13:31;04/10/2016 13:45;b25;Plaza Gabriel y Galán;Estación de autobuses;c2202;c1004
;;;;;;
04/10/2016 13:29;04/10/2016 13:47;b31;Campus Unamuno;Campus Claretianos;c1302;c1502
;;;;;;
04/10/2016 13:21;04/10/2016 13:37;b124;Campus Ciencias;Estación de trenes;c1406;c906
;;;;;;
04/10/2016 13:20;04/10/2016 13:37;b45;Campus Ciencias;Estación de trenes;c1405;c907
;;;;;;
04/10/2016 13:16;04/10/2016 14:06;b22;Barrio San José;Barrio San José;c501;c502
;;;;;;
04/10/2016 13:14;04/10/2016 13:24;b125;Barrio San José;Plaza Poeta Iglesias;c506;c102
;;;;;;
04/10/2016 13:14;04/10/2016 13:15;b61;La Marina;La Marina;c1207;c1207
;;;;;;
04/10/2016 13:14;04/10/2016 14:00;b63;Campus Ciencias;Plaza Gabriel y Galán;c1403;c2208
;;;;;;
04/10/2016 13:14;04/10/2016 13:26;b71;Campus Ciencias;Estación de trenes;c1409;c908
;;;;;;
04/10/2016 13:13;04/10/2016 13:22;b11;La Marina;Prosperidad;c1206;c1608
;;;;;;
04/10/2016 13:10;04/10/2016 13:11;b154;Prosperidad;Prosperidad;c1606;c1606
;;;;;;
04/10/2016 13:07;04/10/2016 13:14;b42;Nuevo Parking Hospital;Puente Romano;c406;c305
;;;;;;
04/10/2016 13:07;04/10/2016 13:16;b25;Estación de trenes;Plaza Gabriel y Galán;c903;c2202
;;;;;;
04/10/2016 13:06;04/10/2016 14:01;b20;Barrio San José;Paseo Canalejas;c505;c2506
;;;;;;
04/10/2016 13:06;04/10/2016 13:18;b138;Plaza de Toros;Prosperidad;c2308;c1604
;;;;;;
04/10/2016 13:05;04/10/2016 13:15;b101;Parque Zona Carrefour;Plaza Iglesia Pizarrales;c706;c1105
;;;;;;
04/10/2016 13:05;04/10/2016 13:21;b160;Barrio San José;Campus Unamuno;c502;c1314
;;;;;;
04/10/2016 13:05;04/10/2016 13:31;b85;Campus Ciencias;Prosperidad;c1402;c1614
;;;;;;
04/10/2016 13:04;04/10/2016 17:16;b41;Paseo Canalejas;Paseo Canalejas;c2502;c2502
;;;;;;
04/10/2016 13:03;04/10/2016 13:23;b152;Campus Ciencias;Glorieta CYL;c1413;c1913
;;;;;;
04/10/2016 13:02;04/10/2016 13:12;b114;Campus Ciencias;Glorieta Alto del Rollo;c1404;c2009
;;;;;;
04/10/2016 13:01;04/10/2016 13:17;b176;Plaza de los Bandos;Plaza de Toros;c202;c2302
;;;;;;
04/10/2016 13:00;04/10/2016 15:15;b50;Paseo Canalejas;Plaza Poeta Iglesias;c2501;c111
;;;;;;
04/10/2016 12:56;04/10/2016 13:07;b2;La Marina;Estación de autobuses;c1204;c1006
;;;;;;
04/10/2016 12:55;04/10/2016 13:01;b39;Plaza del Oeste;Campus Unamuno;c2404;c1315
;;;;;;
04/10/2016 12:55;04/10/2016 13:10;b154;Plaza Poeta Iglesias;Prosperidad;c106;c1606
;;;;;;
04/10/2016 12:53;04/10/2016 13:07;b93;Campus Unamuno;Plaza Iglesia Pizarrales;c1306;c1103
;;;;;;
04/10/2016 12:47;04/10/2016 12:56;b174;Plaza del Oeste;Nuevo Parking Hospital;c2403;c403
;;;;;;
04/10/2016 12:31;04/10/2016 13:15;b22;Barrio San José;Barrio San José;c503;c501
;;;;;;
04/10/2016 12:27;04/10/2016 12:35;b15;Paseo Canalejas;Parque La Alamedilla;c2506;c2804
;;;;;;
04/10/2016 12:25;04/10/2016 12:55;b39;Plaza del Oeste;Plaza del Oeste;c2404;c2404
;;;;;;
04/10/2016 12:16;04/10/2016 13:02;b20;Nuevo Parking Hospital;Barrio San José;c402;c505
;;;;;;
04/10/2016 12:16;04/10/2016 12:28;b90;Plaza Poeta Iglesias;Campus Claretianos;c103;c1505
;;;;;;
04/10/2016 12:07;04/10/2016 12:48;b64;Estación de trenes;Glorieta Antonio Machado;c912;c2908
;;;;;;
04/10/2016 12:07;04/10/2016 12:38;b135;Plaza de los Bandos;Barrio San José;c206;c503
;;;;;;
04/10/2016 12:01;04/10/2016 12:06;b55;Plaza Gabriel y Galán;Plaza de los Bandos;c2202;c205
;;;;;;
04/10/2016 11:58;04/10/2016 12:08;b113;Huerta Otea;Salas Bajas;c1806;c2708
;;;;;;
04/10/2016 11:55;04/10/2016 12:03;b29;Plaza de los Bandos;Campus Unamuno;c208;c1316
;;;;;;
04/10/2016 11:54;04/10/2016 12:02;b47;Glorieta Antonio Machado;Paseo Canalejas;c2902;c2504
;;;;;;
04/10/2016 11:50;04/10/2016 12:00;b176;Federico Anaya - Tilos;Plaza de los Bandos;c2105;c202
;;;;;;
04/10/2016 11:50;04/10/2016 12:16;b20;Plaza de Toros;Nuevo Parking Hospital;c2307;c402
;;;;;;
04/10/2016 11:48;04/10/2016 11:53;b74;Campus Claretianos;Glorieta CYL;c1507;c1912
;;;;;;
04/10/2016 11:46;04/10/2016 11:52;b168;Plaza Poeta Iglesias;Parque La Alamedilla;c102;c2803
;;;;;;
04/10/2016 11:40;04/10/2016 11:47;b15;Parque La Alamedilla;Paseo Canalejas;c2803;c2506
;;;;;;
04/10/2016 11:29;04/10/2016 11:36;b72;Prosperidad;Parque La Alamedilla;c1606;c2805
;;;;;;
04/10/2016 11:26;04/10/2016 11:41;b86;Campus Claretianos;Campus Unamuno;c1503;c1321
;;;;;;
04/10/2016 11:25;04/10/2016 11:46;b128;Plaza San Julián;Tejares;c2603;c603
;;;;;;
04/10/2016 11:25;04/10/2016 11:32;b55;Estación de trenes;Plaza Gabriel y Galán;c910;c2202
;;;;;;
04/10/2016 11:24;04/10/2016 11:32;b151;Plaza Gabriel y Galán;Campus Unamuno;c2209;c1320
;;;;;;
04/10/2016 11:22;04/10/2016 11:23;b55;Estación de trenes;Estación de trenes;c910;c910
;;;;;;
04/10/2016 11:22;04/10/2016 11:33;b25;Campus Claretianos;Estación de trenes;c1505;c903
;;;;;;
04/10/2016 11:21;04/10/2016 11:35;b16;Parque Zona Carrefour;Glorieta Antonio Machado;c705;c2904
;;;;;;
04/10/2016 11:16;04/10/2016 11:30;b71;Estación de trenes;Campus Ciencias;c907;c1409
;;;;;;
04/10/2016 11:16;04/10/2016 11:25;b39;Plaza de los Bandos;Campus Unamuno;c201;c1316
;;;;;;
04/10/2016 11:13;04/10/2016 11:27;b154;Estación de trenes;Plaza Poeta Iglesias;c904;c106
;;;;;;
04/10/2016 11:12;04/10/2016 11:19;b29;Campus Ciencias;Plaza de los Bandos;c1408;c208
;;;;;;
04/10/2016 11:08;04/10/2016 11:15;b34;Plaza de los Bandos;Estación de autobuses;c204;c1009
;;;;;;
04/10/2016 11:03;04/10/2016 18:46;b153;Nuevo Parking Hospital;Tejares;c408;c602
;;;;;;
04/10/2016 11:00;04/10/2016 11:04;b123;Parque La Alamedilla;Plaza Poeta Iglesias;c2817;c117
;;;;;;
04/10/2016 10:59;04/10/2016 11:06;b152;La Marina;Campus Ciencias;c1208;c1413
;;;;;;
04/10/2016 10:56;04/10/2016 11:09;b48;Glorieta Antonio Machado;Campus Claretianos;c2908;c1513
;;;;;;
04/10/2016 10:47;04/10/2016 10:59;b25;Estación de trenes;Campus Claretianos;c903;c1505
;;;;;;
04/10/2016 10:45;04/10/2016 11:14;b128;Glorieta CYL;Plaza San Julián;c1903;c2603
;;;;;;
04/10/2016 10:43;04/10/2016 10:51;b116;Parque La Alamedilla;Estación de autobuses;c2818;c1003
;;;;;;
04/10/2016 10:39;04/10/2016 10:49;b132;Parque Zona Carrefour;Glorieta CYL;c701;c1909
;;;;;;
04/10/2016 10:35;04/10/2016 10:42;b64;Parque La Alamedilla;Estación de trenes;c2806;c912
;;;;;;
04/10/2016 10:32;04/10/2016 10:36;b89;Parque La Alamedilla;Plaza Poeta Iglesias;c2811;c108
;;;;;;
04/10/2016 10:29;04/10/2016 10:35;b64;Parque La Alamedilla;Parque La Alamedilla;c2806;c2806
;;;;;;
04/10/2016 10:20;04/10/2016 11:23;b15;Parque La Alamedilla;Parque La Alamedilla;c2803;c2803
;;;;;;
04/10/2016 10:18;04/10/2016 10:39;b132;Parque Zona Carrefour;Parque Zona Carrefour;c702;c701
;;;;;;
04/10/2016 10:11;04/10/2016 10:17;b5;Federico Anaya - Tilos;María Auxiliadora;c2102;c802
;;;;;;
04/10/2016 10:10;04/10/2016 10:13;b123;Plaza de los Bandos;Parque La Alamedilla;c209;c2817
;;;;;;
04/10/2016 10:10;04/10/2016 10:19;b55;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2103;c113
;;;;;;
04/10/2016 10:09;04/10/2016 10:20;b23;Parque La Alamedilla;Estación de autobuses;c2802;c1007
;;;;;;
04/10/2016 10:06;04/10/2016 10:16;b159;Plaza Iglesia Pizarrales;Plaza Poeta Iglesias;c1106;c112
;;;;;;
04/10/2016 10:00;04/10/2016 10:01;b84;Glorieta CYL;Glorieta CYL;c1913;c1912
;;;;;;
04/10/2016 9:48;04/10/2016 10:17;b79;Glorieta Alto del Rollo;Huerta Otea;c2003;c1803
;;;;;;
04/10/2016 9:47;04/10/2016 9:56;b151;Estación de autobuses;Plaza Gabriel y Galán;c1007;c2209
;;;;;;
04/10/2016 9:46;04/10/2016 9:47;b58;Estación de autobuses;Estación de autobuses;c1004;c1004
;;;;;;
04/10/2016 9:39;04/10/2016 11:05;b31;Plaza Gabriel y Galán;Campus Unamuno;c2209;c1302
;;;;;;
04/10/2016 9:37;04/10/2016 9:45;b171;Estación de trenes;Plaza Poeta Iglesias;c911;c115
;;;;;;
04/10/2016 9:35;04/10/2016 9:50;b174;Campus Claretianos;Campus Unamuno;c1503;c1314
;;;;;;
04/10/2016 9:33;04/10/2016 9:39;b71;Plaza Gabriel y Galán;Estación de trenes;c2202;c907
;;;;;;
04/10/2016 9:27;04/10/2016 9:35;b48;Plaza de los Bandos;Glorieta Antonio Machado;c202;c2908
;;;;;;
04/10/2016 9:25;04/10/2016 9:46;b86;Campus Unamuno;Campus Claretianos;c1314;c1503
;;;;;;
04/10/2016 9:25;04/10/2016 9:54;b117;María Auxiliadora;Plaza Poeta Iglesias;c810;c105
;;;;;;
04/10/2016 9:24;04/10/2016 9:31;b167;Plaza del Oeste;Campus Unamuno;c2413;c1312
;;;;;;
04/10/2016 9:23;04/10/2016 9:28;b23;Plaza del Oeste;Parque La Alamedilla;c2412;c2802
;;;;;;
04/10/2016 9:13;04/10/2016 9:20;b16;Plaza Iglesia Pizarrales;Parque Zona Carrefour;c1108;c705
;;;;;;
04/10/2016 9:10;04/10/2016 9:19;b63;María Auxiliadora;Campus Ciencias;c808;c1403
;;;;;;
04/10/2016 9:05;04/10/2016 9:15;b168;Estación de trenes;Plaza Poeta Iglesias;c912;c102
;;;;;;
04/10/2016 9:05;04/10/2016 9:12;b15;Plaza de Toros;Parque La Alamedilla;c2304;c2803
;;;;;;
04/10/2016 9:04;04/10/2016 9:12;b114;Estación de trenes;Campus Ciencias;c905;c1404
;;;;;;
04/10/2016 9:02;04/10/2016 9:21;b136;La Marina;Campus Claretianos;c1202;c1511
;;;;;;
04/10/2016 9:00;04/10/2016 9:09;b126;Federico Anaya - Tilos;Plaza de los Bandos;c2106;c203
;;;;;;
04/10/2016 8:58;04/10/2016 9:04;b47;María Auxiliadora;Campus Ciencias;c803;c1409
;;;;;;
04/10/2016 8:55;04/10/2016 9:06;b124;Federico Anaya - Tilos;Campus Ciencias;c2102;c1406
;;;;;;
04/10/2016 8:53;04/10/2016 9:02;b29;Glorieta Antonio Machado;Campus Ciencias;c2908;c1408
;;;;;;
04/10/2016 8:53;04/10/2016 9:02;b176;La Marina;Campus Ciencias;c1206;c1411
;;;;;;
04/10/2016 8:51;04/10/2016 9:01;b128;Glorieta Alto del Rollo;Campus Ciencias;c2004;c1413
;;;;;;
04/10/2016 8:51;04/10/2016 9:03;b55;Glorieta CYL;Campus Ciencias;c1902;c1414
;;;;;;
04/10/2016 8:51;04/10/2016 9:00;b50;Salas Bajas;Paseo Canalejas;c2708;c2501
;;;;;;
04/10/2016 8:49;04/10/2016 8:51;b84;Glorieta CYL;Glorieta CYL;c1913;c1913
;;;;;;
04/10/2016 8:47;04/10/2016 9:21;b86;Glorieta Antonio Machado;Campus Unamuno;c2902;c1314
;;;;;;
04/10/2016 8:45;04/10/2016 8:57;b3;Parque Zona Carrefour;Campus Unamuno;c706;c1315
;;;;;;
04/10/2016 8:45;04/10/2016 8:54;b85;María Auxiliadora;Campus Ciencias;c802;c1402
;;;;;;
04/10/2016 8:44;04/10/2016 8:54;b140;Plaza Iglesia Pizarrales;Campus Unamuno;c1102;c1302
;;;;;;
04/10/2016 8:43;04/10/2016 8:50;b50;Huerta Otea;Salas Bajas;c1807;c2708
;;;;;;
04/10/2016 8:42;04/10/2016 8:52;b122;Puente Romano;Campus Unamuno;c304;c1316
;;;;;;
04/10/2016 8:38;04/10/2016 8:46;b148;María Auxiliadora;Plaza Poeta Iglesias;c805;c106
;;;;;;
04/10/2016 8:35;04/10/2016 8:48;b22;Huerta Otea;Barrio San José;c1802;c503
;;;;;;
04/10/2016 8:35;04/10/2016 8:53;b142;Parque La Alamedilla;Salas Bajas;c2807;c2704
;;;;;;
04/10/2016 8:35;04/10/2016 8:41;b90;Plaza Gabriel y Galán;Plaza Poeta Iglesias;c2210;c103
;;;;;;
04/10/2016 8:28;04/10/2016 8:32;b62;Estación de autobuses;Campus Unamuno;c1003;c1305
;;;;;;
04/10/2016 8:27;04/10/2016 8:37;b139;Glorieta Antonio Machado;Estación de autobuses;c2907;c1002
;;;;;;
04/10/2016 8:25;04/10/2016 8:26;b139;Glorieta Antonio Machado;Glorieta Antonio Machado;c2907;c2907
;;;;;;
04/10/2016 8:22;04/10/2016 8:28;b38;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2910;c104
;;;;;;
04/10/2016 8:16;04/10/2016 8:24;b63;Plaza Poeta Iglesias;María Auxiliadora;c104;c808
;;;;;;
04/10/2016 8:16;04/10/2016 8:22;b123;Glorieta Antonio Machado;Plaza de los Bandos;c2908;c209
;;;;;;
04/10/2016 8:13;04/10/2016 8:25;b122;Tejares;Puente Romano;c605;c304
;;;;;;
04/10/2016 8:11;04/10/2016 8:22;b49;Glorieta CYL;Paseo Canalejas;c1905;c2508
;;;;;;
04/10/2016 8:08;04/10/2016 8:22;b24;Nuevo Parking Hospital;Barrio San José;c402;c504
;;;;;;
